country,description,designation,points,province,taster_name,taster_twitter_handle,title,variety,winery
US,"Fairly light in color and body, this wine sings in fresh cranberry and orange before revealing a meatier underbelly of black tea and sautéed mushroom. Finessed and vibrant in minerality, it has pretty rose and fresh-picked cherry characters that dance on the palate as it evolves and unravels provocatively in the glass.",Rochioli-Allen Vineyards,95,California,Virginie Boone,@vboone,Gary Farrell 2013 Rochioli-Allen Vineyards Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
US,"This might be one of the best values on the market, given the quality. Equal parts pretty and funky, it's a tightly wound, savory, fruity wine that's elegant and compelling. The tannins and oak are lightly imprinted around strawberry-rhubarb and fresh-cut rose, and the texture seductively silky. This is a delicious treat of a wine that should also age.",Russian River Selection,95,California,Virginie Boone,@vboone,Gary Farrell 2013 Russian River Selection Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
US,"Made from one of the vineyard's historic blocks, this is a lush, inviting and complex wine, defined by golden honey apple and nutmeg. The texture is contoured and structured, with the richness of lemon meringue, but the balance is what stands out most. A tang of white pepper flirts on the finish.",Bacigalupi Vineyard,95,California,Virginie Boone,@vboone,Gary Farrell 2014 Bacigalupi Vineyard Chardonnay (Russian River Valley),Chardonnay,Gary Farrell
US,"Dark gold in color, this is a memorably luxurious and vivacious wine, tangy in grapefruit, burnt orange and cardamom. Layered and complex, it evolves as it opens to a lingering tease of butterscotch topped in nutmeg. It is an outstanding vision of an outstanding site, a wine for the ages.",Ritchie Vineyard,96,California,Virginie Boone,@vboone,Gary Farrell 2014 Ritchie Vineyard Chardonnay (Russian River Valley),Chardonnay,Gary Farrell
US,"This is a stellar wine. Dusty citrus spiked with clove comes to mind first aromatically and continues through to the palate. Tart acidity supports sublime texture and a lightness that never means lean. Red currant, grapefruit and orange provide additional lift and focus.",Rochioli Vineyard,95,California,Virginie Boone,@vboone,Gary Farrell 2014 Rochioli Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
US,"Dark yellow in color, this wine shows tangy green apple and a richer, more concentrated element of apple-spice cake, with supportive, balanced acidity. With a bright, lifted finish, this less-expensive offering compared with many of the producer's single-vineyard designates never lets up on complexity or deliciousness.",Russian River Selection,95,California,Virginie Boone,@vboone,Gary Farrell 2014 Russian River Selection Chardonnay (Russian River Valley),Chardonnay,Gary Farrell
US,"Bringing together multiple sites in one wine, this provides a fine example of the sum equalling more than the parts. Well balanced and crafted, it offers aromas of sandalwood and smoked meat that contrast with more exuberant, textured layers of black cherry and citrus peel.",Russian River Selection,95,California,Virginie Boone,@vboone,Gary Farrell 2014 Russian River Selection Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
US,"This head-turning wine was made from vines planted in the 1970s and 1990s—a selection that shocks with its complex beauty. Pine forest and Christmas spice notes accent cranberry, rhubarb and tart citrus flavors, all seemingly infused with seductive smoke. At its juicy core is an earthy, mushroomy component.",Rochioli Vineyard,95,California,Virginie Boone,@vboone,Gary Farrell 2015 Rochioli Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
US,A scent of French butter offers an immediate invitation to this excellent wine. Austerity on the palate gives way to a juicy core of invigorating tangerine and white peach flavors. The gravelly minerality on the midpalate finishes softly and with ease.,Russian River Selection,95,California,Virginie Boone,@vboone,Gary Farrell 2015 Russian River Selection Chardonnay (Russian River Valley),Chardonnay,Gary Farrell
Germany,"The numbers on this wine are amazing (380 g/l residual sugar, 17 g/l TA), but even more impressive is how such an extremely sweet wine can remain reasonably drinkable, complex and harmonious. It's musky and spice-laden, filled with dried apricot and honey flavors that linger on the incredibly long, citrusy finish. Should age indefinitely.",Ruppertsberger Reiterpfad Trockenbeerenauslese - 375 ml,95,Pfalz,Joe Czerwinski,@JoeCz,Geh. Rat Dr. von Bassermann-Jordan 2007 Ruppertsberger Reiterpfad Trockenbeerenauslese - 375 ml Riesling (Pfalz),Riesling,Geh. Rat Dr. von Bassermann-Jordan
Germany,"Exceeds even this producer's stunning beerenauslese, featuring an even more intoxicating perfume of honey, dried apricots and candied pineapple, with slightly more acidity to provide balance to the extra level of sweetness, so much so that this wine comes across as refreshing on the finish, despite the incredibly high levels of sugar. Drink now–2050, possibly longer.",Deidesheimer Hohenmorgen Trockenbeerenauslese - 375 ml,97,Pfalz,Joe Czerwinski,@JoeCz,Geh. Rat Dr. von Bassermann-Jordan 2008 Deidesheimer Hohenmorgen Trockenbeerenauslese - 375 ml Riesling (Pfalz),Riesling,Geh. Rat Dr. von Bassermann-Jordan
Germany,"Hugely sweet and decadent, this is a tour de force of botrytized winemaking. Honeyed citrus aromas are buoyed by hints of perfume and spice, with dried apricot flavors accented by spiced honey. Mouthcoating, rich and impossibly long, this wine should easily age for 40 or more years.",Forster Kirchenstück Beerenauslese 375 ml,95,Pfalz,Joe Czerwinski,@JoeCz,Geh. Rat Dr. von Bassermann-Jordan 2008 Forster Kirchenstück Beerenauslese 375 ml Riesling (Pfalz),Riesling,Geh. Rat Dr. von Bassermann-Jordan
Italy,"New leather, red berry, tobacco and menthol are some of the aromas you'll find in this powerfully structured but elegant wine. The firm palate delivers juicy Marasca cherry, raspberry compote, licorice and cinnamon flavors framed by noble, fine-grained tannins and bright acidity. Drink 2025–2045.",Cerretta,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Germano Ettore 2013 Cerretta  (Barolo),Nebbiolo,Germano Ettore
Italy,"Polished and well structured, this vibrant, savory red hits all the high notes. It opens with enticing red cherry, pressed rose, ground clove and balsamic scents that follow through to the chiseled palate, along with crushed cranberry and licorice notes. Firm but refined tannins and fresh acidity lend impeccable balance and finesse. Drink 2023–2043.",Prapò,97,Piedmont,Kerin O’Keefe,@kerinokeefe,Germano Ettore 2013 Prapò  (Barolo),Nebbiolo,Germano Ettore
Italy,"Roberto Conterno didn't make his flagship Monfortino in this vintage so he blended the juice destined for this iconic wine into Francia. It opens with enticing aromas of dark berry, underbrush, baking spice, mineral and a balsamic note that carry over to the powerful palate, along with juicy raspberry, licorice and tobacco. It's big and structured but also shows balance and complexity. Drink 2019–2029.",Francia,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Giacomo Conterno 2011 Francia  (Barolo),Nebbiolo,Giacomo Conterno
Italy,"This superb single-vineyard bottling from the heart of Bussia was macerated on the skins for a whopping 90 days. It's a breathtaking expression of Barolo, with intense Nebbiolo scents of rose, truffle and leather. The palate shows vibrant black cherry, truffle, spice, carob, pastry cream and balsamic herb notes and has remarkable depth and complexity. This is already fantastic and will age well for decades. Imported by Masciarelli Wine Co, Moonlight Wine Co.",Bussia 90 Dì,97,Piedmont,Kerin O’Keefe,@kerinokeefe,Giacomo Fenocchio 2008 Bussia 90 Dì  (Barolo),Nebbiolo,Giacomo Fenocchio
Italy,"Scents of woodland berries, violets, dried rose petals, baking spices and Mediterranean herbs emerge from this wine. Crushed Morello cherry, graphite, red raspberry and white pepper all come seamlessly together on the palate alongside invigorating energy and intensity. It shows fantastic aging potential. Drink 2020–2040.",Villero,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Giacomo Fenocchio 2010 Villero  (Barolo),Nebbiolo,Giacomo Fenocchio
Italy,"Rose, iris, wild berry and baking spice aromas merge with scents of new leather and a balsamic menthol note on this stunning and classically crafted Barolo. The structured, polished palate delivers juicy Marasca cherry, crushed raspberry, pipe tobacco and licorice framed in tightly knit noble tannins and bright acidity. It's going to just keep getting better and better over the next few decades. Drink from 2023 through 2053.",Bussia,97,Piedmont,Kerin O’Keefe,@kerinokeefe,Giacomo Fenocchio 2013 Bussia  (Barolo),Nebbiolo,Giacomo Fenocchio
Italy,"Woodland berry, new leather, dark baking spice and rose aromas are front and center on this radiant red. It's well structured and loaded with finesse, delivering morello cherry, wild strawberry, clove and star anise framed in firm refined tannins and vibrant acidity. Young and balanced, it will be even better with more bottle age. Drink 2023–2043.",Castellero,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Giacomo Fenocchio 2013 Castellero  (Barolo),Nebbiolo,Giacomo Fenocchio
Italy,"Underbrush, dark-skinned berry, chopped mint and cooking spice aromas lead the way on this fabulous, structured wine. The full-bodied palate delivers a juicy core of ripe black cherry while white pepper, cinnamon, dried herb and a balsamic note provide the backdrop. Firm but refined tannins and fresh acidity provide balance and support. Drink 2018–2030.",Riserva,97,Tuscany,Kerin O’Keefe,@kerinokeefe,Gianni Brunelli 2010 Riserva  (Brunello di Montalcino),Sangiovese,Gianni Brunelli
Italy,"Arione shows its Serralunga d'Alba pedigree via classic aromas of black cherry, leather, truffle and rose petal. The palate delivers lush wild-cherry flavors and hints of truffle, mint and the vineyard's hallmark licorice. It's beautifully balanced, with firm but ripe tannins and just enough freshness, and is simply a gorgeous Barolo.",Arione,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Gigi Rosso 2009 Arione  (Barolo),Nebbiolo,Gigi Rosso
Italy,"Aromas of Mediterranean herbs, hay, leather and red berry come together in this structured Barolo. Loaded with energy and intensity, it delivers creamy cherry-berry flavors layered with white pepper, clove, nutmeg and orange zest. It already has depth but needs time to develop complexity. Drink after 2022.",Cerretta,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Giovanni Rosso 2010 Cerretta  (Barolo),Nebbiolo,Giovanni Rosso
Italy,"You'll discover alluring aromas of baked earth, black and red berry, sweet baking spice, crushed flower, vineyard dust and a whiff of leather on this impressive wine. The delicious, powerful palate boasts juicy red cherry, black raspberry, cinnamon, anise and tobacco while firm, fine-grained tannins provide support and lend finesse.",Cerretta,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Giovanni Rosso 2011 Cerretta  (Barolo),Nebbiolo,Giovanni Rosso
Italy,"Demonstrating finesse and depth, it discloses a stunning fragrance of pressed rose, iris, berry, leather and truffle. The rich but elegant palate delivers creamy cherry, white pepper and licorice along with supple tannins. This wine already shows great depth but will continue to develop for years.",Rabajà Riserva,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Giuseppe Cortese 2006 Rabajà Riserva  (Barbaresco),Nebbiolo,Giuseppe Cortese
Italy,"This beautiful wine opens with aromas of ripe dark berry, scorched earth, mint, menthol and a balsamic note. The vibrant palate boasts juicy red cherry, black raspberry, sweet pipe tobacco, baking spice, grilled herb and a hint of game. It's still young and nervous, with tightly wound but refined tannins and firm acidity. Give it time to fully develop. Drink 2020–2031.",Brunate,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Giuseppe Rinaldi 2011 Brunate  (Barolo),Nebbiolo,Giuseppe Rinaldi
Italy,"Mature dark berry, cake spice, baked earth, leather and a whiff of game are just some of the aromas you'll find on this impressive wine. The chewy palate offers ripe black cherry, crushed raspberry, cinnamon, white pepper and aromatic herb alongside a backbone of firm, ripe tannins and racy acidity. Drink 2019–2031.",Tre Tine,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Giuseppe Rinaldi 2011 Tre Tine  (Barolo),Nebbiolo,Giuseppe Rinaldi
